,username,is_quoted_tweet,is_retweeted_tweet,tweet_id,created_at,text,hashtags,like_count,reply_count,retweet_count,referenced_tweets,context_annotations,entity_annotations
76,yumbrands,False,False,1492145462673092616,2022-02-11 14:36:15+00:00,"Our next changemaker for #BlackHistoryMonth is Sean Tresvant, Global Chief Brand Officer at @tacobell. He recently shared his thoughts on equity, inclusion and belonging and how he is leading in this space at the Bell. #IAmBlackHistory https://t.co/rgPB1OaPCw https://t.co/M0nVcbuGP2","{'BlackHistoryMonth', 'IAmBlackHistory'}",3,12,1,,"{('30', 'Entities [Entity Service]', 'Fast food Restaurants'), ('66', 'Interests and Hobbies Category', 'Cuisines'), ('30', 'Entities [Entity Service]', 'QSR - Dining'), ('109', 'Reoccurring Trends', 'Black History Month 2019'), ('131', 'Unified Twitter Taxonomy', 'Taco Bell'), ('30', 'Entities [Entity Service]', 'Food'), ('152', 'Food', 'Fast food Restaurants'), ('47', 'Brand', 'Taco Bell'), ('45', 'Brand Vertical', 'Dining'), ('29', 'Events [Entity Service]', 'Black History Month 2022'), ('119', 'Holiday', 'Black History Month 2022')}","{('Person', 'Sean Tresvant')}"
77,yumbrands,False,False,1491524732902072322,2022-02-09 21:29:42+00:00,Our CEO David Gibbs joined @CNBC's @SquawkStreet  this morning to discuss our strong Q4 2021 and full-year earnings performance results. Watch here: https://t.co/zw69XIsrgD,,0,10,0,,"{('131', 'Unified Twitter Taxonomy', 'Business news'), ('131', 'Unified Twitter Taxonomy', 'News'), ('69', 'News Vertical', 'Business news'), ('47', 'Brand', 'CNBC')}","{('Person', 'David Gibbs')}"
78,yumbrands,False,False,1491433291593162760,2022-02-09 15:26:20+00:00,"Today we reported Q4 2021 #YumEarnings and ended the year with a couple of milestones: we developed 3,057 net-new units – with meaningful contribution from each of our brands – &amp; continued to grow our digital sales to a record $22B in fiscal 2021. https://t.co/0jmRpyAfVr
$YUM https://t.co/6CJBKu8BPZ",{'YumEarnings'},4,6,1,,"{('66', 'Interests and Hobbies Category', 'Personal finance'), ('65', 'Interests and Hobbies Vertical', 'Business & finance'), ('67', 'Interests and Hobbies', 'Stocks & indices')}","{('Other', 'YUM'), ('Other', 'YumEarnings')}"
79,yumbrands,False,False,1491387723839852549,2022-02-09 12:25:16+00:00,$YUM Q4 ’21 Earnings Infographic can be found here: https://t.co/ZH4DgMqSrU https://t.co/shc41SJtiX,,4,2,1,,"{('66', 'Interests and Hobbies Category', 'Personal finance'), ('65', 'Interests and Hobbies Vertical', 'Business & finance'), ('67', 'Interests and Hobbies', 'Stocks & indices')}","{('Other', 'YUM')}"
80,yumbrands,False,False,1491385785983303680,2022-02-09 12:17:34+00:00,$YUM to host conference call for Q4 ’21 Earnings today 2/9 at 8:15 AM ET. Listen at:  https://t.co/Lyd0HCX9Wv,,0,1,0,,"{('66', 'Interests and Hobbies Category', 'Personal finance'), ('65', 'Interests and Hobbies Vertical', 'Business & finance'), ('67', 'Interests and Hobbies', 'Stocks & indices')}","{('Organization', 'YUM')}"
81,yumbrands,False,False,1491385658912706572,2022-02-09 12:17:04+00:00,$YUM Q4 ’21 Earnings Release can be found here: https://t.co/0jmRpyAfVr,,0,1,0,,"{('66', 'Interests and Hobbies Category', 'Personal finance'), ('65', 'Interests and Hobbies Vertical', 'Business & finance'), ('67', 'Interests and Hobbies', 'Stocks & indices')}","{('Other', 'YUM')}"
82,yumbrands,False,False,1491385538469068800,2022-02-09 12:16:35+00:00,$YUM Full-Year System Sales Growth of 13% and Record Digital Sales of $22 Billion; https://t.co/0jmRpyAfVr,,1,0,1,,"{('66', 'Interests and Hobbies Category', 'Personal finance'), ('65', 'Interests and Hobbies Vertical', 'Business & finance'), ('67', 'Interests and Hobbies', 'Stocks & indices')}","{('Organization', 'YUM')}"
83,yumbrands,False,False,1491385464968069127,2022-02-09 12:16:18+00:00,$YUM Fourth-Quarter System Sales Growth of 9% with Over $6 Billion in Digital Sales; https://t.co/0jmRpyAfVr,,1,1,0,,"{('66', 'Interests and Hobbies Category', 'Personal finance'), ('65', 'Interests and Hobbies Vertical', 'Business & finance'), ('67', 'Interests and Hobbies', 'Stocks & indices')}","{('Organization', 'YUM')}"
84,yumbrands,False,False,1491385281744113665,2022-02-09 12:15:34+00:00,"$YUM Reports Industry Record Full-Year 3,057 Net-New Units; https://t.co/0jmRpyAfVr",,1,0,1,,"{('66', 'Interests and Hobbies Category', 'Personal finance'), ('65', 'Interests and Hobbies Vertical', 'Business & finance'), ('67', 'Interests and Hobbies', 'Stocks & indices')}","{('Organization', 'YUM')}"
85,yumbrands,False,False,1491385196897538049,2022-02-09 12:15:14+00:00,$YUM Cautionary Statement on forward-looking statements &amp; non-GAAP measures can be found here: https://t.co/2LTUyXcFM0,,1,0,0,,"{('66', 'Interests and Hobbies Category', 'Personal finance'), ('65', 'Interests and Hobbies Vertical', 'Business & finance'), ('67', 'Interests and Hobbies', 'Stocks & indices')}","{('Organization', 'YUM')}"
86,yumbrands,False,False,1489249498387959811,2022-02-03 14:48:43+00:00,"We’re partnering with @UofL and @HowardU to introduce the Yum! Franchise Accelerator, granting 10 students unprecedented access to Yum! and a chance to become a @KFC, @PizzaHut, @TacoBell or @HabitBurger franchisee. Learn more: https://t.co/YmFdbwilHk https://t.co/A5hCkqiSuA",,33,8,6,,"{('131', 'Unified Twitter Taxonomy', 'Pizza Hut'), ('30', 'Entities [Entity Service]', 'Fast food Restaurants'), ('66', 'Interests and Hobbies Category', 'Cuisines'), ('30', 'Entities [Entity Service]', 'QSR - Dining'), ('47', 'Brand', 'Pizza Hut'), ('131', 'Unified Twitter Taxonomy', 'Taco Bell'), ('131', 'Unified Twitter Taxonomy', 'KFC'), ('30', 'Entities [Entity Service]', 'Food'), ('152', 'Food', 'Fast food Restaurants'), ('47', 'Brand', 'Taco Bell'), ('45', 'Brand Vertical', 'Dining'), ('47', 'Brand', 'KFC')}","{('Other', 'Yum'), ('Other', 'Franchise Accelerator')}"
87,yumbrands,False,False,1488976590608478212,2022-02-02 20:44:17+00:00,"This #BlackHistoryMonth, we’re highlighting changemakers within our brands and we’re starting with Elias Oxendine. Elias is at the forefront of protecting our information and is passionate about developing talent that will bring more diverse voices into information security. https://t.co/KyFfNXHVxD",{'BlackHistoryMonth'},3,3,0,,"{('109', 'Reoccurring Trends', 'Black History Month 2019'), ('30', 'Entities [Entity Service]', 'Information security'), ('29', 'Events [Entity Service]', 'Black History Month 2022'), ('131', 'Unified Twitter Taxonomy', 'Information security'), ('30', 'Entities [Entity Service]', 'Technology'), ('119', 'Holiday', 'Black History Month 2022')}","{('Person', 'Elias Oxendine'), ('Person', 'Elias')}"
88,yumbrands,False,False,1488611035384791042,2022-02-01 20:31:42+00:00,"This February, Yum! Brands is celebrating #BlackHistoryMonth and the modern day changemakers at our company who are creating history and contributing to our iconic brands. Join us for our #IAmBlackHistory series and hear from these trailblazers. https://t.co/hj4d8PvG0I","{'BlackHistoryMonth', 'IAmBlackHistory'}",4,2,3,,"{('119', 'Holiday', 'Black History Month 2022'), ('29', 'Events [Entity Service]', 'Black History Month 2022'), ('109', 'Reoccurring Trends', 'Black History Month 2019')}","{('Other', 'IAmBlackHistory')}"
89,yumbrands,False,False,1488552692653903879,2022-02-01 16:39:52+00:00,"Happy Lunar New Year! We wish you all great health and prosperity in the new year. From the U.S. to Singapore, read how some of our people are celebrating Lunar New Year across the world. #LunarNewYear https://t.co/kTCYj1Q5NB",{'LunarNewYear'},2,4,0,,"{('131', 'Unified Twitter Taxonomy', 'Holidays'), ('29', 'Events [Entity Service]', 'Chinese New Year'), ('29', 'Events [Entity Service]', 'Happy New Year'), ('119', 'Holiday', 'Happy New Year'), ('131', 'Unified Twitter Taxonomy', 'Cultural events'), ('29', 'Events [Entity Service]', 'People celebrate Lunar New Year'), ('119', 'Holiday', 'New Years Eve'), ('29', 'Events [Entity Service]', 'New Years Eve'), ('131', 'Unified Twitter Taxonomy', 'Events'), ('131', 'Unified Twitter Taxonomy', 'Chinese New Year')}","{('Place', 'Singapore'), ('Other', 'LunarNewYear'), ('Place', 'U.S.')}"
90,yumbrands,False,False,1483928649489334278,2022-01-19 22:25:34+00:00,Congrats to Yum! Head of Global Franchising Wanda Williams &amp; @PizzaHut U.S. Chief Operating Officer Chequan Lewis for making the @NRNOnline’s 2022 Power List! https://t.co/Y0VhaskPWn #NRNPowerList https://t.co/TcE7j7tn4k,{'NRNPowerList'},6,2,2,,"{('131', 'Unified Twitter Taxonomy', 'Pizza Hut'), ('30', 'Entities [Entity Service]', 'Fast food Restaurants'), ('66', 'Interests and Hobbies Category', 'Cuisines'), ('30', 'Entities [Entity Service]', 'QSR - Dining'), ('47', 'Brand', 'Pizza Hut'), ('30', 'Entities [Entity Service]', 'Food'), ('152', 'Food', 'Fast food Restaurants'), ('45', 'Brand Vertical', 'Dining')}","{('Other', 'Yum'), ('Organization', 'U.S.'), ('Organization', 'NRNPowerList'), ('Person', 'Wanda Williams'), ('Other', 'Chequan Lewis')}"
91,yumbrands,False,False,1483157774674677763,2022-01-17 19:22:23+00:00,"As we honor the legacy of Dr. Martin Luther King, Jr., Yum! reaffirms our commitment to serving our communities around the world and supporting causes that aim to build a better future, all in line with our Recipe for Good. https://t.co/LFstogu1jK #MLKDay",{'MLKDay'},3,1,1,,"{('131', 'Unified Twitter Taxonomy', 'Politics'), ('131', 'Unified Twitter Taxonomy', 'Holidays'), ('131', 'Unified Twitter Taxonomy', 'Political figures'), ('10', 'Person', 'Martin Luther King Jr.'), ('10', 'Person', 'Curtis M. Loftis, Jr.'), ('131', 'Unified Twitter Taxonomy', 'Martin Luther King Jr.'), ('29', 'Events [Entity Service]', 'Martin Luther King Jr. Day'), ('119', 'Holiday', 'Martin Luther King Jr. Day'), ('35', 'Politician', 'Martin Luther King Jr.'), ('131', 'Unified Twitter Taxonomy', 'Curtis M. Loftis, Jr.'), ('35', 'Politician', 'Curtis M. Loftis, Jr.'), ('29', 'Events [Entity Service]', ""It's Martin Luther King Jr. Day""), ('131', 'Unified Twitter Taxonomy', 'Events')}","{('Person', 'Martin Luther King'), ('Person', 'MLKDay')}"
92,yumbrands,False,False,1482017246562168835,2022-01-14 15:50:20+00:00,Sending a big congratulations to these Yum! employees honored by HYPE – our young professional employee resource group – which has named them to its 35 Under 35 list for continuing to find creative ways to elevate our inclusive culture. https://t.co/fUrZdcDv04,,8,1,1,,,"{('Other', 'Yum'), ('Organization', 'HYPE')}"
93,yumbrands,False,False,1481724208187064321,2022-01-13 20:25:54+00:00,"Our brands continue to be RED—relevant, easy &amp; distinctive—with the launch of @TacoBell’s subscription service, @KFC’s rollout of the first plant-based fried chicken in the U.S. &amp; @PizzaHutCanada offering @BeyondMeat Sausage Crumbles throughout the nation! https://t.co/xgjh8B4Txp",,2,2,0,,"{('30', 'Entities [Entity Service]', 'Fast food Restaurants'), ('66', 'Interests and Hobbies Category', 'Cuisines'), ('30', 'Entities [Entity Service]', 'QSR - Dining'), ('131', 'Unified Twitter Taxonomy', 'Taco Bell'), ('131', 'Unified Twitter Taxonomy', 'KFC'), ('30', 'Entities [Entity Service]', 'Food'), ('152', 'Food', 'Fast food Restaurants'), ('47', 'Brand', 'Taco Bell'), ('45', 'Brand Vertical', 'Dining'), ('47', 'Brand', 'KFC')}","{('Other', 'Sausage Crumbles'), ('Place', 'U.S.')}"
94,yumbrands,False,False,1481660527705214981,2022-01-13 16:12:52+00:00,"In collaboration w/@UofL, the Yum! Center for Global Franchise Excellence is on a mission to provide education &amp; resources to drive entrepreneurial opportunities, particularly for people of color &amp; women. Hear from the next generation of franchise leaders: https://t.co/ZCNOKaNWKx",,2,0,0,,,"{('Other', 'Global Franchise Excellence')}"
95,yumbrands,False,False,1478745003732185094,2022-01-05 15:07:37+00:00,Our Chief Operating Officer &amp; Chief People Officer spoke with @NYSE to discuss our Recipe for Growth &amp; Good and how we’re approaching the future.  https://t.co/MM4RPU55sI https://t.co/0vWyrUfGKk,,7,0,1,"{(1478002206020362243, 'quoted')}",,
96,yumbrands,False,False,1472990289975558144,2021-12-20 18:00:26+00:00,"Climate action is at the center of our #sustainability strategy. We have a long history of building positive momentum in this area, which was demonstrated once more by our recent #CDP Climate score.   

Read more about our journey and disclosure here: https://t.co/P98SNj6ZIc","{'CDP', 'sustainability'}",5,2,1,,"{('131', 'Unified Twitter Taxonomy', 'Climate change')}","{('Organization', 'CDP')}"
97,yumbrands,False,False,1470518721290682374,2021-12-13 22:19:18+00:00,"To support tornado relief efforts in our home state of Kentucky and the surrounding states, Yum! and @KFC, with help from superstar and Kentucky native Jack Harlow, are making a combined $250,000 donation to the American @RedCross. Lend your support at https://t.co/9GdgNvONl4.",,1,1,2,,"{('55', 'Music Genre', 'Hip hop'), ('30', 'Entities [Entity Service]', 'QSR - Dining'), ('131', 'Unified Twitter Taxonomy', 'Hip hop'), ('131', 'Unified Twitter Taxonomy', 'KFC'), ('30', 'Entities [Entity Service]', 'Non-profit - Government/Education'), ('131', 'Unified Twitter Taxonomy', 'Fast food Restaurants'), ('47', 'Brand', 'American Red Cross'), ('30', 'Entities [Entity Service]', 'Food'), ('131', 'Unified Twitter Taxonomy', 'Music'), ('55', 'Music Genre', 'Rap'), ('45', 'Brand Vertical', 'Dining'), ('47', 'Brand', 'KFC'), ('131', 'Unified Twitter Taxonomy', 'Rap'), ('10', 'Person', 'Jack Harlow'), ('54', 'Musician', 'Jack Harlow'), ('45', 'Brand Vertical', 'Government/Education'), ('131', 'Unified Twitter Taxonomy', 'Jack Harlow')}","{('Person', 'Jack Harlow'), ('Place', 'Kentucky'), ('Place', 'Yum')}"
98,yumbrands,False,False,1466446942788018179,2021-12-02 16:39:31+00:00,We're so proud to be listed among America's Most Responsible Companies by @Newsweek. It's great recognition of our efforts and commitments that make up our Recipe for Good. https://t.co/XU7blcoFfH,,4,5,1,,"{('47', 'Brand', 'Newsweek')}","{('Place', 'America')}"
99,yumbrands,False,False,1466161614156095497,2021-12-01 21:45:43+00:00,"From making business decisions to hiking a mountain, Hulan Dashdavaa is not afraid of a challenge. Learn how she overcame hurdles to introduce KFC and Pizza Hut to Mongolia &amp; the work she’s doing to help more women find their way to the top. https://t.co/RJU5JvNoHU",,3,1,0,,"{('131', 'Unified Twitter Taxonomy', 'Pizza Hut'), ('30', 'Entities [Entity Service]', 'Fast food Restaurants'), ('66', 'Interests and Hobbies Category', 'Cuisines'), ('30', 'Entities [Entity Service]', 'Travel'), ('30', 'Entities [Entity Service]', 'QSR - Dining'), ('47', 'Brand', 'Pizza Hut'), ('131', 'Unified Twitter Taxonomy', 'KFC'), ('131', 'Unified Twitter Taxonomy', 'Fast food Restaurants'), ('30', 'Entities [Entity Service]', 'Food'), ('45', 'Brand Vertical', 'Dining'), ('47', 'Brand', 'KFC'), ('67', 'Interests and Hobbies', 'Travel Actions')}","{('Organization', 'KFC'), ('Other', 'Pizza Hut'), ('Person', 'Hulan Dashdavaa'), ('Place', 'Mongolia')}"
100,yumbrands,False,False,1465422413928271876,2021-11-29 20:48:24+00:00,"Pizza Hut International Chief Transformation Officer Courtney Vogel talks to @ModernRetail about the brand’s latest global mobile gaming campaign, Pizza Pursuit, and how it stays relevant and engaging to pizza lovers around the world. https://t.co/8TB9llyDVp",,4,0,2,,"{('131', 'Unified Twitter Taxonomy', 'Pizza Hut'), ('30', 'Entities [Entity Service]', 'Fast food Restaurants'), ('66', 'Interests and Hobbies Category', 'Cuisines'), ('30', 'Entities [Entity Service]', 'Mobile gaming'), ('30', 'Entities [Entity Service]', 'QSR - Dining'), ('47', 'Brand', 'Pizza Hut'), ('131', 'Unified Twitter Taxonomy', 'Console gaming'), ('79', 'Video Game Hardware', 'Mobile gaming'), ('131', 'Unified Twitter Taxonomy', 'Gaming'), ('131', 'Unified Twitter Taxonomy', 'Fast food Restaurants'), ('30', 'Entities [Entity Service]', 'Food'), ('131', 'Unified Twitter Taxonomy', 'Mobile gaming'), ('45', 'Brand Vertical', 'Dining'), ('65', 'Interests and Hobbies Vertical', 'Family & relationships')}","{('Other', 'Pizza Hut International'), ('Other', 'Pizza Pursuit'), ('Person', 'Courtney Vogel')}"
101,yumbrands,False,False,1463212886646575115,2021-11-23 18:28:32+00:00,See how one #KFCSuperfan turned her recycled KFC packaging into a beautifully designed dress. https://t.co/e1nBualCLy @KFCSA,{'KFCSuperfan'},4,1,0,,"{('30', 'Entities [Entity Service]', 'QSR - Dining'), ('131', 'Unified Twitter Taxonomy', 'KFC'), ('131', 'Unified Twitter Taxonomy', 'Fast food Restaurants'), ('30', 'Entities [Entity Service]', 'Food'), ('45', 'Brand Vertical', 'Dining'), ('47', 'Brand', 'KFC')}","{('Organization', 'KFC'), ('Organization', 'KFCSuperfan')}"
102,yumbrands,False,False,1460370424324370444,2021-11-15 22:13:36+00:00,"KFC Global CFO Shannon Hennessy is a powerful advocate for all. Whether it’s championing women or taking charge of her career, she is a shining example of the changemaking leadership we have at Yum! Read about her in our latest edition of #HowIGotHere https://t.co/z6W7uzL4hB",{'HowIGotHere'},5,3,0,,"{('30', 'Entities [Entity Service]', 'QSR - Dining'), ('131', 'Unified Twitter Taxonomy', 'KFC'), ('131', 'Unified Twitter Taxonomy', 'Fast food Restaurants'), ('30', 'Entities [Entity Service]', 'Food'), ('45', 'Brand Vertical', 'Dining'), ('47', 'Brand', 'KFC')}","{('Organization', 'KFC'), ('Other', 'Yum'), ('Person', 'Shannon Hennessy')}"
103,yumbrands,False,False,1459252713062023171,2021-11-12 20:12:13+00:00,A big congratulations to @KFC_UKI Chief People Officer Neil Piper for being named to the 2021 OUTstanding LGBT+ Role Model List. https://t.co/P4hU1ec4rZ #OUTRoleModels21 https://t.co/m9XHDiBKjL,{'OUTRoleModels21'},1,2,0,,"{('30', 'Entities [Entity Service]', 'QSR - Dining'), ('131', 'Unified Twitter Taxonomy', 'KFC'), ('131', 'Unified Twitter Taxonomy', 'Fast food Restaurants'), ('30', 'Entities [Entity Service]', 'Food'), ('45', 'Brand Vertical', 'Dining'), ('47', 'Brand', 'KFC')}","{('Person', 'Neil Piper'), ('Place', 'LGBT')}"
104,yumbrands,False,False,1458439823614693377,2021-11-10 14:22:05+00:00,Our brands around the world are making progress toward our climate commitment to net-zero by 2050. We strive to make positive impact for our planet and achieve #netzero carbon emissions together alongside various members across industries. #RaceToZero,"{'RaceToZero', 'netzero'}",11,3,2,,"{('131', 'Unified Twitter Taxonomy', 'Climate change'), ('29', 'Events [Entity Service]', 'Your Backdoor To COP26')}","{('Other', 'netzero')}"
105,yumbrands,False,False,1455977191787933709,2021-11-03 19:16:27+00:00,"This morning, @KFC_UKI hosted a roundtable @COP26 where they shared their goal to be #netzero by 2040. They also revealed a new KFC Zero Carbon Restaurant in partnership w/ University of Liverpool’s Zero Carbon Research Institute. https://t.co/MTGZ1xTIpO
#RacetoZero #COP26","{'RacetoZero', 'COP26', 'netzero'}",5,1,1,,"{('131', 'Unified Twitter Taxonomy', 'Climate change'), ('30', 'Entities [Entity Service]', 'QSR - Dining'), ('131', 'Unified Twitter Taxonomy', 'KFC'), ('131', 'Unified Twitter Taxonomy', 'Fast food Restaurants'), ('30', 'Entities [Entity Service]', 'Food'), ('45', 'Brand Vertical', 'Dining'), ('47', 'Brand', 'KFC'), ('29', 'Events [Entity Service]', 'Your Backdoor To COP26'), ('29', 'Events [Entity Service]', 'UN Climate Change Conference 2021 kicks off on October 31 🌍'), ('29', 'Events [Entity Service]', 'The UN Climate Change Conference 2021 has started 🌍')}","{('Other', 'KFC Zero Carbon Restaurant'), ('Other', 'Zero Carbon Research Institute'), ('Organization', 'University of Liverpool'), ('Other', 'netzero'), ('Other', 'COP26')}"
