,username,is_quoted_tweet,is_retweeted_tweet,tweet_id,created_at,text,hashtags,like_count,reply_count,retweet_count,referenced_tweets,context_annotations,entity_annotations
61,yumbrands,False,False,1519428946126938116,2022-04-27 21:31:05+00:00,"Read more about this mother-daughter duo and how they share their love for the family business, Desert De Oro Foods. Together, they operate a combined 300 @PizzaHut and @TacoBell restaurants across seven states in the U.S. https://t.co/uNFAX343RJ https://t.co/vCQ4JO7xbn",,3,2,1,,"{('131', 'Unified Twitter Taxonomy', 'Pizza Hut'), ('30', 'Entities [Entity Service]', 'Fast food Restaurants'), ('66', 'Interests and Hobbies Category', 'Cuisines'), ('30', 'Entities [Entity Service]', 'QSR - Dining'), ('47', 'Brand', 'Pizza Hut'), ('131', 'Unified Twitter Taxonomy', 'Taco Bell'), ('30', 'Entities [Entity Service]', 'Food'), ('152', 'Food', 'Fast food Restaurants'), ('47', 'Brand', 'Taco Bell'), ('45', 'Brand Vertical', 'Dining'), ('131', 'Unified Twitter Taxonomy', 'Yum! Brands'), ('47', 'Brand', 'Yum! Brands'), ('131', 'Unified Twitter Taxonomy', 'S&P 500')}","{('Place', 'U.S.'), ('Other', 'Desert De Oro Foods')}"
62,yumbrands,False,False,1518657382406103053,2022-04-25 18:25:09+00:00,.@TacoBell franchisee Margaret Jones opened doors across the QSR industry for women to thrive in leadership as one of the brand’s first 100 franchisees. Learn more about her inspiring story here: https://t.co/mAA14pgsBN https://t.co/gxipl4XwsL,,5,0,2,,"{('30', 'Entities [Entity Service]', 'Fast food Restaurants'), ('66', 'Interests and Hobbies Category', 'Cuisines'), ('30', 'Entities [Entity Service]', 'QSR - Dining'), ('131', 'Unified Twitter Taxonomy', 'Taco Bell'), ('30', 'Entities [Entity Service]', 'Food'), ('152', 'Food', 'Fast food Restaurants'), ('47', 'Brand', 'Taco Bell'), ('45', 'Brand Vertical', 'Dining'), ('131', 'Unified Twitter Taxonomy', 'Yum! Brands'), ('47', 'Brand', 'Yum! Brands'), ('131', 'Unified Twitter Taxonomy', 'S&P 500')}","{('Other', 'QSR'), ('Person', 'Margaret Jones')}"
63,yumbrands,False,False,1517537337357570049,2022-04-22 16:14:30+00:00,"As we observe #EarthDay today and every day, we recently joined @Guidehouse’s Supplier Leadership on Climate Transition to address greenhouse gas reduction through education, collaboration and goal setting in our supply chains.  https://t.co/YXULOKY8ng https://t.co/2DzwCcR4nv",{'EarthDay'},2,2,0,,"{('131', 'Unified Twitter Taxonomy', 'Climate change'), ('29', 'Events [Entity Service]', 'Earth Day'), ('119', 'Holiday', 'Earth Day'), ('131', 'Unified Twitter Taxonomy', 'Holidays'), ('131', 'Unified Twitter Taxonomy', 'Environmentalism'), ('131', 'Unified Twitter Taxonomy', 'Cultural events'), ('131', 'Unified Twitter Taxonomy', 'Yum! Brands'), ('109', 'Reoccurring Trends', 'Earth Day 2018'), ('131', 'Unified Twitter Taxonomy', 'Green living'), ('47', 'Brand', 'Yum! Brands'), ('131', 'Unified Twitter Taxonomy', 'Science'), ('131', 'Unified Twitter Taxonomy', 'S&P 500'), ('131', 'Unified Twitter Taxonomy', 'Events'), ('29', 'Events [Entity Service]', 'Happy Earth Day! 🌎')}","{('Other', 'EarthDay')}"
64,yumbrands,False,False,1516520691654352901,2022-04-19 20:54:43+00:00,"In this recent HutLife blog, some of our women leaders at @PizzaHut shared their advice, experiences and stories to empower other women in their career journey. https://t.co/HBBiea58X3",,1,0,0,,"{('131', 'Unified Twitter Taxonomy', 'Pizza Hut'), ('30', 'Entities [Entity Service]', 'Fast food Restaurants'), ('66', 'Interests and Hobbies Category', 'Cuisines'), ('30', 'Entities [Entity Service]', 'QSR - Dining'), ('47', 'Brand', 'Pizza Hut'), ('30', 'Entities [Entity Service]', 'Food'), ('152', 'Food', 'Fast food Restaurants'), ('45', 'Brand Vertical', 'Dining'), ('131', 'Unified Twitter Taxonomy', 'Yum! Brands'), ('47', 'Brand', 'Yum! Brands'), ('131', 'Unified Twitter Taxonomy', 'S&P 500')}","{('Other', 'HutLife')}"
65,yumbrands,False,False,1512125250431066115,2022-04-07 17:48:48+00:00,"Our multicultural employee resource group, Yum! Unite, recently hosted a session with @CapitalCityCo's CEO and Co-Founder Arsha Jones to talk about her passion, the challenges she’s faced as an entrepreneur and the exciting Mambo Sauce partnership with @KFC U.S. https://t.co/ViaZ5PprnD",,9,3,0,,"{('30', 'Entities [Entity Service]', 'QSR - Dining'), ('131', 'Unified Twitter Taxonomy', 'KFC'), ('30', 'Entities [Entity Service]', 'Food'), ('152', 'Food', 'Fast food Restaurants'), ('45', 'Brand Vertical', 'Dining'), ('131', 'Unified Twitter Taxonomy', 'Business personalities'), ('47', 'Brand', 'KFC'), ('131', 'Unified Twitter Taxonomy', 'Yum! Brands'), ('47', 'Brand', 'Yum! Brands'), ('131', 'Unified Twitter Taxonomy', 'S&P 500')}","{('Other', 'Yum'), ('Place', 'U.S.'), ('Other', 'Arsha Jones'), ('Other', 'Mambo Sauce')}"
66,yumbrands,False,False,1511837773040345096,2022-04-06 22:46:28+00:00,Listen to @TacoBell’s CEO and Chief Brand Officer talk about what it means to take a 60-year-old brand into the future and the opportunities that come with celebrating its heritage. https://t.co/AKyRLzWLpN,,1,3,2,,"{('30', 'Entities [Entity Service]', 'Fast food Restaurants'), ('66', 'Interests and Hobbies Category', 'Cuisines'), ('30', 'Entities [Entity Service]', 'QSR - Dining'), ('131', 'Unified Twitter Taxonomy', 'Taco Bell'), ('30', 'Entities [Entity Service]', 'Food'), ('152', 'Food', 'Fast food Restaurants'), ('47', 'Brand', 'Taco Bell'), ('45', 'Brand Vertical', 'Dining'), ('131', 'Unified Twitter Taxonomy', 'Yum! Brands'), ('47', 'Brand', 'Yum! Brands'), ('131', 'Unified Twitter Taxonomy', 'S&P 500')}",
67,yumbrands,False,False,1511343026987315208,2022-04-05 14:00:31+00:00,"At the recent @WFFHQ Leadership Conference, Our Chief Operating Officer &amp; Chief People Officer Tracy Skeans spoke with @NRNonline about how people inspire her, Yum!’s talent development efforts and equity and inclusion in the restaurant industry. https://t.co/SSFwd790If",,4,0,1,,"{('152', 'Food', 'Restaurant industry'), ('131', 'Unified Twitter Taxonomy', 'Yum! Brands'), ('131', 'Unified Twitter Taxonomy', 'Restaurant industry'), ('47', 'Brand', 'Yum! Brands'), ('131', 'Unified Twitter Taxonomy', 'S&P 500')}","{('Other', 'Yum'), ('Other', 'Tracy Skeans')}"
68,yumbrands,False,False,1509904779622891520,2022-04-01 14:45:26+00:00,"Our Chief Equity &amp; Inclusion Officer James Fripp recently appeared on @WeRRestaurants' ""Order Up"" podcast to talk about building authentic relationships that lead to trust. Take a listen to hear more of James' insightful perspectives. https://t.co/PghBbO3EbA",,6,2,2,"{(1496903253421875209, 'quoted')}","{('109', 'Reoccurring Trends', 'Black History Month 2019'), ('131', 'Unified Twitter Taxonomy', 'Entertainment'), ('131', 'Unified Twitter Taxonomy', 'Podcasts & radio'), ('131', 'Unified Twitter Taxonomy', 'Yum! Brands'), ('29', 'Events [Entity Service]', 'Black History Month 2022'), ('47', 'Brand', 'Yum! Brands'), ('131', 'Unified Twitter Taxonomy', 'S&P 500'), ('119', 'Holiday', 'Black History Month 2022')}","{('Person', 'James'), ('Person', 'James Fripp')}"
69,yumbrands,False,False,1509608772989300736,2022-03-31 19:09:13+00:00,Congrats to Yum! Brands COO &amp; CPO Tracy Skeans and @tacobell International President Julie Felss Masino for being named to @NRNonline's list of the 25 Most Influential Women in Foodservice. Well deserved recognition for two inspiring leaders. https://t.co/51V3Or2GEY https://t.co/IYcWP6IZov,,10,1,2,,"{('30', 'Entities [Entity Service]', 'Fast food Restaurants'), ('66', 'Interests and Hobbies Category', 'Cuisines'), ('30', 'Entities [Entity Service]', 'QSR - Dining'), ('131', 'Unified Twitter Taxonomy', 'Taco Bell'), ('30', 'Entities [Entity Service]', 'Food'), ('152', 'Food', 'Fast food Restaurants'), ('47', 'Brand', 'Taco Bell'), ('45', 'Brand Vertical', 'Dining'), ('131', 'Unified Twitter Taxonomy', 'Yum! Brands'), ('47', 'Brand', 'Yum! Brands'), ('131', 'Unified Twitter Taxonomy', 'S&P 500')}","{('Other', 'Yum'), ('Other', 'Julie Felss Masino'), ('Other', 'Tracy Skeans')}"
70,yumbrands,False,False,1509585040082153481,2022-03-31 17:34:54+00:00,"As #WomensHistoryMonth comes to an end, we continue to reflect on the theme of International Women’s Day earlier this month – #BreakTheBias – because bias creates barriers for women to thrive. Let’s stay committed to ensuring representation &amp; equality for women around the world. https://t.co/gy1ljfk2Oa","{'BreakTheBias', 'WomensHistoryMonth'}",4,0,0,,"{('47', 'Brand', 'Yum! Brands'), ('131', 'Unified Twitter Taxonomy', 'S&P 500'), ('131', 'Unified Twitter Taxonomy', 'Yum! Brands'), ('109', 'Reoccurring Trends', ""Women's History Month"")}","{('Other', 'International Women’s Day')}"
71,yumbrands,False,False,1509174140359610377,2022-03-30 14:22:08+00:00,Women across our Yum! Brands family make moves every day. Learn more from some @PizzaHut U.S. restaurant general managers and area coaches on what’s most rewarding to them about working with the brand and their best advice. https://t.co/M1iiy6Jvjk,,2,0,0,,"{('131', 'Unified Twitter Taxonomy', 'Pizza Hut'), ('30', 'Entities [Entity Service]', 'Fast food Restaurants'), ('66', 'Interests and Hobbies Category', 'Cuisines'), ('30', 'Entities [Entity Service]', 'QSR - Dining'), ('47', 'Brand', 'Pizza Hut'), ('30', 'Entities [Entity Service]', 'Food'), ('152', 'Food', 'Fast food Restaurants'), ('45', 'Brand Vertical', 'Dining'), ('131', 'Unified Twitter Taxonomy', 'Yum! Brands'), ('47', 'Brand', 'Yum! Brands'), ('131', 'Unified Twitter Taxonomy', 'S&P 500')}","{('Place', 'U.S.')}"
72,yumbrands,False,False,1508903423902724096,2022-03-29 20:26:24+00:00,"Meet Kathy, a @TacoBell general manager from franchise organization Fanticola Group, and learn how she recognizes, inspires and grows her team to be the best they can be in Taco Bell’s Restlessly Creative Disruptor series. https://t.co/pKUHUNpyWk",,8,1,1,,"{('30', 'Entities [Entity Service]', 'Fast food Restaurants'), ('66', 'Interests and Hobbies Category', 'Cuisines'), ('30', 'Entities [Entity Service]', 'QSR - Dining'), ('131', 'Unified Twitter Taxonomy', 'Taco Bell'), ('30', 'Entities [Entity Service]', 'Food'), ('152', 'Food', 'Fast food Restaurants'), ('47', 'Brand', 'Taco Bell'), ('45', 'Brand Vertical', 'Dining'), ('131', 'Unified Twitter Taxonomy', 'Yum! Brands'), ('47', 'Brand', 'Yum! Brands'), ('131', 'Unified Twitter Taxonomy', 'S&P 500')}","{('Other', 'Fanticola Group'), ('Person', 'Kathy'), ('Person', 'Taco Bell'), ('Other', 'Creative Disruptor')}"
73,yumbrands,False,False,1508517281734832128,2022-03-28 18:52:01+00:00,A big congrats to the @PizzaHutIN team for recently opening its first all-women operated store! Thank you for your commitment to empowering and elevating women leaders. #WomensHistoryMonth https://t.co/Y80bgXSIcT,{'WomensHistoryMonth'},5,0,2,,"{('131', 'Unified Twitter Taxonomy', 'Pizza Hut'), ('30', 'Entities [Entity Service]', 'Fast food Restaurants'), ('66', 'Interests and Hobbies Category', 'Cuisines'), ('30', 'Entities [Entity Service]', 'QSR - Dining'), ('47', 'Brand', 'Pizza Hut'), ('30', 'Entities [Entity Service]', 'Food'), ('152', 'Food', 'Fast food Restaurants'), ('45', 'Brand Vertical', 'Dining'), ('131', 'Unified Twitter Taxonomy', 'Yum! Brands'), ('47', 'Brand', 'Yum! Brands'), ('131', 'Unified Twitter Taxonomy', 'S&P 500'), ('109', 'Reoccurring Trends', ""Women's History Month"")}",
74,yumbrands,False,False,1496213375000641536,2022-02-22 20:00:41+00:00,Our focus on changemakers within our brands this month continues with a look at one @KFC U.S. employee who is unapologetically true to herself. #BlackHistoryMonth #IAmBlackHistory https://t.co/mEQCyr7pYV,"{'BlackHistoryMonth', 'IAmBlackHistory'}",53,71,3,,"{('30', 'Entities [Entity Service]', 'QSR - Dining'), ('109', 'Reoccurring Trends', 'Black History Month 2019'), ('131', 'Unified Twitter Taxonomy', 'KFC'), ('30', 'Entities [Entity Service]', 'Food'), ('152', 'Food', 'Fast food Restaurants'), ('45', 'Brand Vertical', 'Dining'), ('47', 'Brand', 'KFC'), ('29', 'Events [Entity Service]', 'Black History Month 2022'), ('119', 'Holiday', 'Black History Month 2022')}","{('Place', 'U.S.')}"
75,yumbrands,False,False,1494046804706529283,2022-02-16 20:31:30+00:00,.@TacoBell Public Relations &amp; Brand Experience Senior Manager Matt Prince founded the online community Net Net Synergy to help aspiring PR professionals discover their career paths. Learn what inspired him to connect a new generation to the world of PR: https://t.co/KGEG4xSFq1,,11,24,2,,"{('30', 'Entities [Entity Service]', 'Fast food Restaurants'), ('66', 'Interests and Hobbies Category', 'Cuisines'), ('30', 'Entities [Entity Service]', 'QSR - Dining'), ('131', 'Unified Twitter Taxonomy', 'Taco Bell'), ('30', 'Entities [Entity Service]', 'Food'), ('152', 'Food', 'Fast food Restaurants'), ('47', 'Brand', 'Taco Bell'), ('45', 'Brand Vertical', 'Dining')}","{('Person', 'Matt Prince')}"
